Model,MSO66B
Label,
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,10000
Zero Index,1599.15625000
Vertical Units,A
ANALOG_Thumbnail,
yOffset,1.84500000e-01
yPosition,8.40000000e-01

Labels,
TIME,CH1
-6.39662500e-08,1.92921875e-01
-6.39262500e-08,1.92881250e-01
-6.38862500e-08,1.92915625e-01
-6.38462500e-08,1.92885937e-01
-6.38062500e-08,1.92914063e-01
-6.37662500e-08,1.92887500e-01
-6.37262500e-08,1.92912500e-01
-6.36862500e-08,1.92889063e-01
-6.36462500e-08,1.92910938e-01
-6.36062500e-08,1.92889063e-01
-6.35662500e-08,1.92910938e-01
-6.35262500e-08,1.92889063e-01
-6.34862500e-08,1.92910938e-01
-6.34462500e-08,1.92890625e-01
-6.34062500e-08,1.92910938e-01
-6.33662500e-08,1.92889063e-01
-6.33262500e-08,1.92910938e-01
-6.32862500e-08,1.92889063e-01
-6.32462500e-08,1.92910938e-01
-6.32062500e-08,1.92887500e-01
-6.31662500e-08,1.92912500e-01
-6.31262500e-08,1.92885937e-01
-6.30862500e-08,1.92915625e-01
-6.30462500e-08,1.92882813e-01
-6.30062500e-08,1.92920312e-01
-6.29662500e-08,1.92875000e-01
-6.29262500e-08,1.92934375e-01
-6.28862500e-08,1.92840625e-01
-6.28462500e-08,1.93112500e-01
-6.28062500e-08,1.93350000e-01
-6.27662500e-08,1.93275000e-01
-6.27262500e-08,1.93315625e-01
-6.26862500e-08,1.93289062e-01
-6.26462500e-08,1.93307813e-01
-6.26062500e-08,1.93295313e-01
-6.25662500e-08,1.93303125e-01
-6.25262500e-08,1.93298438e-01
-6.24862500e-08,1.93300000e-01
-6.24462500e-08,1.93300000e-01
-6.24062500e-08,1.93298438e-01
-6.23662500e-08,1.93303125e-01
-6.23262500e-08,1.93295313e-01
-6.22862500e-08,1.93307813e-01
-6.22462500e-08,1.93289062e-01
-6.22062500e-08,1.93315625e-01
-6.21662500e-08,1.93275000e-01
-6.21262500e-08,1.93350000e-01
-6.20862500e-08,1.93096875e-01
-6.20462500e-08,1.92840625e-01
-6.20062500e-08,1.92935938e-01
-6.19662500e-08,1.92873438e-01
-6.19262500e-08,1.92921875e-01
-6.18862500e-08,1.92879688e-01
-6.18462500e-08,1.92918750e-01
-6.18062500e-08,1.92881250e-01
-6.17662500e-08,1.92918750e-01
-6.17262500e-08,1.92879688e-01
-6.16862500e-08,1.92925000e-01
-6.16462500e-08,1.92865625e-01
-6.16062500e-08,1.92957812e-01
-6.15662500e-08,1.92690625e-01
-6.15262500e-08,1.92446875e-01
-6.14862500e-08,1.92529688e-01
-6.14462500e-08,1.92478125e-01
-6.14062500e-08,1.92518750e-01
-6.13662500e-08,1.92482813e-01
-6.13262500e-08,1.92517188e-01
-6.12862500e-08,1.92481250e-01
-6.12462500e-08,1.92523438e-01
-6.12062500e-08,1.92467187e-01
-6.11662500e-08,1.92556250e-01
-6.11262500e-08,1.92290625e-01
-6.10862500e-08,1.92046875e-01
-6.10462500e-08,1.92129688e-01
-6.10062500e-08,1.92078125e-01
-6.09662500e-08,1.92117188e-01
-6.09262500e-08,1.92085937e-01
-6.08862500e-08,1.92112500e-01
-6.08462500e-08,1.92089063e-01
-6.08062500e-08,1.92109375e-01
-6.07662500e-08,1.92090625e-01
-6.07262500e-08,1.92109375e-01
-6.06862500e-08,1.92092188e-01
-6.06462500e-08,1.92107813e-01
