Model,MSO66B
Label,
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,10000
Zero Index,1599.15234375
Vertical Units,A
ANALOG_Thumbnail,
yOffset,1.84500000e-01
yPosition,8.40000000e-01

Labels,
TIME,CH1
-6.39660938e-08,1.82925000e-01
-6.39260937e-08,1.82871875e-01
-6.38860937e-08,1.82937500e-01
-6.38460937e-08,1.82839063e-01
-6.38060937e-08,1.83114063e-01
-6.37660937e-08,1.83346875e-01
-6.37260937e-08,1.83276563e-01
-6.36860938e-08,1.83314063e-01
-6.36460937e-08,1.83292188e-01
-6.36060937e-08,1.83303125e-01
-6.35660937e-08,1.83303125e-01
-6.35260937e-08,1.83290625e-01
-6.34860937e-08,1.83318750e-01
-6.34460937e-08,1.83254688e-01
-6.34060938e-08,1.83498438e-01
-6.33660937e-08,1.83764063e-01
-6.33260937e-08,1.83660938e-01
-6.32860937e-08,1.83729688e-01
-6.32460937e-08,1.83675000e-01
-6.32060937e-08,1.83721875e-01
-6.31660937e-08,1.83679687e-01
-6.31260938e-08,1.83718750e-01
-6.30860937e-08,1.83682813e-01
-6.30460937e-08,1.83715625e-01
-6.30060937e-08,1.83684375e-01
-6.29660937e-08,1.83715625e-01
-6.29260937e-08,1.83684375e-01
-6.28860937e-08,1.83714062e-01
-6.28460938e-08,1.83685938e-01
-6.28060937e-08,1.83714062e-01
-6.27660937e-08,1.83685938e-01
-6.27260937e-08,1.83715625e-01
-6.26860937e-08,1.83684375e-01
-6.26460937e-08,1.83715625e-01
-6.26060937e-08,1.83684375e-01
-6.25660938e-08,1.83717188e-01
-6.25260937e-08,1.83682813e-01
-6.24860937e-08,1.83718750e-01
-6.24460937e-08,1.83679687e-01
-6.24060937e-08,1.83721875e-01
-6.23660938e-08,1.83675000e-01
-6.23260937e-08,1.83731250e-01
-6.22860938e-08,1.83659375e-01
-6.22460937e-08,1.83765625e-01
-6.22060937e-08,1.83479688e-01
-6.21660937e-08,1.83257813e-01
-6.21260937e-08,1.83317188e-01
-6.20860938e-08,1.83292188e-01
-6.20460937e-08,1.83301563e-01
-6.20060938e-08,1.83303125e-01
-6.19660937e-08,1.83293750e-01
-6.19260937e-08,1.83309375e-01
-6.18860937e-08,1.83285937e-01
-6.18460937e-08,1.83320312e-01
-6.18060938e-08,1.83268750e-01
-6.17660937e-08,1.83356250e-01
-6.17260938e-08,1.83089063e-01
-6.16860937e-08,1.82848438e-01
-6.16460937e-08,1.82926563e-01
-6.16060937e-08,1.82884375e-01
-6.15660937e-08,1.82910938e-01
-6.15260938e-08,1.82893750e-01
-6.14860937e-08,1.82903125e-01
-6.14460938e-08,1.82901563e-01
-6.14060937e-08,1.82895313e-01
-6.13660937e-08,1.82910938e-01
-6.13260937e-08,1.82878125e-01
-6.12860937e-08,1.82946875e-01
-6.12460938e-08,1.82700000e-01
-6.12060937e-08,1.82439062e-01
-6.11660938e-08,1.82537500e-01
-6.11260937e-08,1.82471875e-01
-6.10860937e-08,1.82521875e-01
-6.10460937e-08,1.82481250e-01
-6.10060937e-08,1.82517188e-01
-6.09660938e-08,1.82484375e-01
-6.09260937e-08,1.82515625e-01
-6.08860938e-08,1.82485938e-01
-6.08460937e-08,1.82514063e-01
-6.08060937e-08,1.82485938e-01
-6.07660937e-08,1.82514063e-01
-6.07260937e-08,1.82485938e-01
-6.06860938e-08,1.82514063e-01
-6.06460937e-08,1.82484375e-01
