Model,MSO66B
Label,
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,10000
Zero Index,1599.86328125
Vertical Units,A
ANALOG_Thumbnail,
yOffset,1.84500000e-01
yPosition,8.40000000e-01

Labels,
TIME,CH1
-6.39945312e-08,1.91709375e-01
-6.39545312e-08,1.91690625e-01
-6.39145312e-08,1.91707813e-01
-6.38745313e-08,1.91692187e-01
-6.38345312e-08,1.91706250e-01
-6.37945312e-08,1.91693750e-01
-6.37545312e-08,1.91706250e-01
-6.37145312e-08,1.91693750e-01
-6.36745312e-08,1.91706250e-01
-6.36345312e-08,1.91693750e-01
-6.35945313e-08,1.91704687e-01
-6.35545312e-08,1.91695313e-01
-6.35145312e-08,1.91704687e-01
-6.34745312e-08,1.91695313e-01
-6.34345312e-08,1.91704687e-01
-6.33945312e-08,1.91695313e-01
-6.33545312e-08,1.91704687e-01
-6.33145313e-08,1.91695313e-01
-6.32745312e-08,1.91704687e-01
-6.32345312e-08,1.91695313e-01
-6.31945312e-08,1.91704687e-01
-6.31545312e-08,1.91695313e-01
-6.31145312e-08,1.91704687e-01
-6.30745312e-08,1.91695313e-01
-6.30345313e-08,1.91704687e-01
-6.29945312e-08,1.91695313e-01
-6.29545312e-08,1.91704687e-01
-6.29145312e-08,1.91695313e-01
-6.28745312e-08,1.91704687e-01
-6.28345313e-08,1.91695313e-01
-6.27945312e-08,1.91704687e-01
-6.27545313e-08,1.91695313e-01
-6.27145312e-08,1.91704687e-01
-6.26745312e-08,1.91695313e-01
-6.26345312e-08,1.91704687e-01
-6.25945312e-08,1.91695313e-01
-6.25545313e-08,1.91704687e-01
-6.25145312e-08,1.91695313e-01
-6.24745313e-08,1.91704687e-01
-6.24345312e-08,1.91693750e-01
-6.23945312e-08,1.91706250e-01
-6.23545312e-08,1.91693750e-01
-6.23145312e-08,1.91706250e-01
-6.22745313e-08,1.91693750e-01
-6.22345312e-08,1.91707813e-01
-6.21945313e-08,1.91692187e-01
-6.21545312e-08,1.91707813e-01
-6.21145312e-08,1.91690625e-01
-6.20745312e-08,1.91709375e-01
-6.20345312e-08,1.91689063e-01
-6.19945313e-08,1.91712500e-01
-6.19545312e-08,1.91685938e-01
-6.19145313e-08,1.91717187e-01
-6.18745312e-08,1.91678125e-01
-6.18345312e-08,1.91732813e-01
-6.17945312e-08,1.91642188e-01
-6.17545312e-08,1.91910938e-01
-6.17145313e-08,1.92151563e-01
-6.16745312e-08,1.92071875e-01
-6.16345313e-08,1.92118750e-01
-6.15945312e-08,1.92085937e-01
-6.15545312e-08,1.92110937e-01
-6.15145312e-08,1.92092188e-01
-6.14745312e-08,1.92106250e-01
-6.14345313e-08,1.92095313e-01
-6.13945312e-08,1.92104688e-01
-6.13545313e-08,1.92096875e-01
-6.13145312e-08,1.92103125e-01
-6.12745312e-08,1.92098437e-01
-6.12345312e-08,1.92101563e-01
-6.11945312e-08,1.92098437e-01
-6.11545313e-08,1.92100000e-01
-6.11145312e-08,1.92100000e-01
-6.10745313e-08,1.92098437e-01
-6.10345312e-08,1.92101563e-01
-6.09945312e-08,1.92096875e-01
-6.09545312e-08,1.92104688e-01
-6.09145312e-08,1.92093750e-01
-6.08745313e-08,1.92107813e-01
-6.08345312e-08,1.92089063e-01
-6.07945312e-08,1.92115625e-01
-6.07545312e-08,1.92075000e-01
-6.07145312e-08,1.92150000e-01
-6.06745312e-08,1.91896875e-01
