Model,MSO66B
Label,
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,10000
Zero Index,1599.17187500
Vertical Units,A
ANALOG_Thumbnail,
yOffset,1.84500000e-01
yPosition,8.40000000e-01

Labels,
TIME,CH1
-6.39668750e-08,1.93310938e-01
-6.39268750e-08,1.93287500e-01
-6.38868750e-08,1.93315625e-01
-6.38468750e-08,1.93279688e-01
-6.38068750e-08,1.93328125e-01
-6.37668750e-08,1.93246875e-01
-6.37268750e-08,1.93506250e-01
-6.36868750e-08,1.93756250e-01
-6.36468750e-08,1.93667188e-01
-6.36068750e-08,1.93723438e-01
-6.35668750e-08,1.93681250e-01
-6.35268750e-08,1.93717187e-01
-6.34868750e-08,1.93684375e-01
-6.34468750e-08,1.93714063e-01
-6.34068750e-08,1.93685938e-01
-6.33668750e-08,1.93714063e-01
-6.33268750e-08,1.93685938e-01
-6.32868750e-08,1.93714063e-01
-6.32468750e-08,1.93685938e-01
-6.32068750e-08,1.93714063e-01
-6.31668750e-08,1.93685938e-01
-6.31268750e-08,1.93715625e-01
-6.30868750e-08,1.93682812e-01
-6.30468750e-08,1.93718750e-01
-6.30068750e-08,1.93679688e-01
-6.29668750e-08,1.93723438e-01
-6.29268750e-08,1.93670312e-01
-6.28868750e-08,1.93739063e-01
-6.28468750e-08,1.93635938e-01
-6.28068750e-08,1.93918750e-01
-6.27668750e-08,1.94143750e-01
-6.27268750e-08,1.94081250e-01
-6.26868750e-08,1.94109375e-01
-6.26468750e-08,1.94096875e-01
-6.26068750e-08,1.94098437e-01
-6.25668750e-08,1.94104688e-01
-6.25268750e-08,1.94090625e-01
-6.24868750e-08,1.94114063e-01
-6.24468750e-08,1.94079688e-01
-6.24068750e-08,1.94131250e-01
-6.23668750e-08,1.94043750e-01
-6.23268750e-08,1.94310938e-01
-6.22868750e-08,1.94551562e-01
-6.22468750e-08,1.94473438e-01
-6.22068750e-08,1.94515625e-01
-6.21668750e-08,1.94490625e-01
-6.21268750e-08,1.94504687e-01
-6.20868750e-08,1.94498438e-01
-6.20468750e-08,1.94496875e-01
-6.20068750e-08,1.94507813e-01
-6.19668750e-08,1.94485938e-01
-6.19268750e-08,1.94525000e-01
-6.18868750e-08,1.94450000e-01
-6.18468750e-08,1.94704688e-01
-6.18068750e-08,1.94957812e-01
-6.17668750e-08,1.94867188e-01
-6.17268750e-08,1.94921875e-01
-6.16868750e-08,1.94884375e-01
-6.16468750e-08,1.94912500e-01
-6.16068750e-08,1.94890625e-01
-6.15668750e-08,1.94906250e-01
-6.15268750e-08,1.94896875e-01
-6.14868750e-08,1.94900000e-01
-6.14468750e-08,1.94903125e-01
-6.14068750e-08,1.94890625e-01
-6.13668750e-08,1.94920312e-01
-6.13268750e-08,1.94854688e-01
-6.12868750e-08,1.95098437e-01
-6.12468750e-08,1.95362500e-01
-6.12068750e-08,1.95260938e-01
-6.11668750e-08,1.95329688e-01
-6.11268750e-08,1.95276563e-01
-6.10868750e-08,1.95320313e-01
-6.10468750e-08,1.95281250e-01
-6.10068750e-08,1.95317188e-01
-6.09668750e-08,1.95284375e-01
-6.09268750e-08,1.95314062e-01
-6.08868750e-08,1.95285938e-01
-6.08468750e-08,1.95312500e-01
-6.08068750e-08,1.95287500e-01
-6.07668750e-08,1.95312500e-01
-6.07268750e-08,1.95289062e-01
-6.06868750e-08,1.95310938e-01
-6.06468750e-08,1.95289062e-01
