Model,MSO66B
Label,
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,10000
Zero Index,1599.06640625
Vertical Units,A
ANALOG_Thumbnail,
yOffset,1.84500000e-01
yPosition,8.40000000e-01

Labels,
TIME,CH1
-6.39626562e-08,2.00921875e-01
-6.39226562e-08,2.00887500e-01
-6.38826563e-08,2.00907813e-01
-6.38426562e-08,2.00895313e-01
-6.38026563e-08,2.00901563e-01
-6.37626562e-08,2.00900000e-01
-6.37226562e-08,2.00900000e-01
-6.36826562e-08,2.00901563e-01
-6.36426562e-08,2.00896875e-01
-6.36026563e-08,2.00903125e-01
-6.35626562e-08,2.00895313e-01
-6.35226562e-08,2.00904688e-01
-6.34826562e-08,2.00893750e-01
-6.34426562e-08,2.00907813e-01
-6.34026562e-08,2.00890625e-01
-6.33626562e-08,2.00910937e-01
-6.33226563e-08,2.00885938e-01
-6.32826562e-08,2.00920313e-01
-6.32426562e-08,2.00870313e-01
-6.32026562e-08,2.00954688e-01
-6.31626562e-08,2.00692188e-01
-6.31226562e-08,2.00445313e-01
-6.30826562e-08,2.00531250e-01
-6.30426563e-08,2.00478125e-01
-6.30026562e-08,2.00515625e-01
-6.29626562e-08,2.00487500e-01
-6.29226562e-08,2.00510938e-01
-6.28826562e-08,2.00490625e-01
-6.28426562e-08,2.00509375e-01
-6.28026562e-08,2.00492188e-01
-6.27626563e-08,2.00507812e-01
-6.27226562e-08,2.00493750e-01
-6.26826562e-08,2.00506250e-01
-6.26426562e-08,2.00493750e-01
-6.26026562e-08,2.00506250e-01
-6.25626562e-08,2.00495313e-01
-6.25226562e-08,2.00504688e-01
-6.24826563e-08,2.00495313e-01
-6.24426562e-08,2.00504688e-01
-6.24026562e-08,2.00495313e-01
-6.23626562e-08,2.00504688e-01
-6.23226562e-08,2.00495313e-01
-6.22826562e-08,2.00504688e-01
-6.22426562e-08,2.00495313e-01
-6.22026563e-08,2.00504688e-01
-6.21626562e-08,2.00495313e-01
-6.21226562e-08,2.00504688e-01
-6.20826562e-08,2.00495313e-01
-6.20426562e-08,2.00504688e-01
-6.20026562e-08,2.00495313e-01
-6.19626562e-08,2.00504688e-01
-6.19226563e-08,2.00495313e-01
-6.18826562e-08,2.00504688e-01
-6.18426562e-08,2.00495313e-01
-6.18026562e-08,2.00504688e-01
-6.17626562e-08,2.00493750e-01
-6.17226562e-08,2.00506250e-01
-6.16826562e-08,2.00493750e-01
-6.16426563e-08,2.00506250e-01
-6.16026562e-08,2.00493750e-01
-6.15626562e-08,2.00507812e-01
-6.15226562e-08,2.00492188e-01
-6.14826562e-08,2.00507812e-01
-6.14426563e-08,2.00490625e-01
-6.14026562e-08,2.00510938e-01
-6.13626563e-08,2.00489063e-01
-6.13226562e-08,2.00512500e-01
-6.12826562e-08,2.00484375e-01
-6.12426562e-08,2.00518750e-01
-6.12026562e-08,2.00476563e-01
-6.11626563e-08,2.00534375e-01
-6.11226562e-08,2.00440625e-01
-6.10826563e-08,2.00712500e-01
-6.10426562e-08,2.00950000e-01
-6.10026562e-08,2.00875000e-01
-6.09626562e-08,2.00915625e-01
-6.09226562e-08,2.00890625e-01
-6.08826563e-08,2.00904688e-01
-6.08426562e-08,2.00898437e-01
-6.08026563e-08,2.00898437e-01
-6.07626562e-08,2.00906250e-01
-6.07226562e-08,2.00889062e-01
-6.06826562e-08,2.00921875e-01
-6.06426562e-08,2.00853125e-01
