Model,MSO66B
Label,
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,10000
Zero Index,1599.17968750
Vertical Units,A
ANALOG_Thumbnail,
yOffset,1.84500000e-01
yPosition,8.40000000e-01

Labels,
TIME,CH1
-6.39671875e-08,1.90904688e-01
-6.39271875e-08,1.90895312e-01
-6.38871875e-08,1.90904688e-01
-6.38471875e-08,1.90895312e-01
-6.38071875e-08,1.90904688e-01
-6.37671875e-08,1.90895312e-01
-6.37271875e-08,1.90904688e-01
-6.36871875e-08,1.90895312e-01
-6.36471875e-08,1.90906250e-01
-6.36071875e-08,1.90893750e-01
-6.35671875e-08,1.90906250e-01
-6.35271875e-08,1.90893750e-01
-6.34871875e-08,1.90906250e-01
-6.34471875e-08,1.90893750e-01
-6.34071875e-08,1.90907812e-01
-6.33671875e-08,1.90892188e-01
-6.33271875e-08,1.90907812e-01
-6.32871875e-08,1.90890625e-01
-6.32471875e-08,1.90909375e-01
-6.32071875e-08,1.90889063e-01
-6.31671875e-08,1.90912500e-01
-6.31271875e-08,1.90885938e-01
-6.30871875e-08,1.90917188e-01
-6.30471875e-08,1.90876563e-01
-6.30071875e-08,1.90932812e-01
-6.29671875e-08,1.90842188e-01
-6.29271875e-08,1.91110937e-01
-6.28871875e-08,1.91351563e-01
-6.28471875e-08,1.91271875e-01
-6.28071875e-08,1.91318750e-01
-6.27671875e-08,1.91287500e-01
-6.27271875e-08,1.91309375e-01
-6.26871875e-08,1.91292188e-01
-6.26471875e-08,1.91306250e-01
-6.26071875e-08,1.91295313e-01
-6.25671875e-08,1.91303125e-01
-6.25271875e-08,1.91296875e-01
-6.24871875e-08,1.91301563e-01
-6.24471875e-08,1.91298438e-01
-6.24071875e-08,1.91300000e-01
-6.23671875e-08,1.91301563e-01
-6.23271875e-08,1.91298438e-01
-6.22871875e-08,1.91303125e-01
-6.22471875e-08,1.91295313e-01
-6.22071875e-08,1.91306250e-01
-6.21671875e-08,1.91289062e-01
-6.21271875e-08,1.91315625e-01
-6.20871875e-08,1.91275000e-01
-6.20471875e-08,1.91350000e-01
-6.20071875e-08,1.91096875e-01
-6.19671875e-08,1.90840625e-01
-6.19271875e-08,1.90935938e-01
-6.18871875e-08,1.90873438e-01
-6.18471875e-08,1.90921875e-01
-6.18071875e-08,1.90881250e-01
-6.17671875e-08,1.90917188e-01
-6.17271875e-08,1.90884375e-01
-6.16871875e-08,1.90914063e-01
-6.16471875e-08,1.90885938e-01
-6.16071875e-08,1.90914063e-01
-6.15671875e-08,1.90885938e-01
-6.15271875e-08,1.90914063e-01
-6.14871875e-08,1.90885938e-01
-6.14471875e-08,1.90914063e-01
-6.14071875e-08,1.90885938e-01
-6.13671875e-08,1.90915625e-01
-6.13271875e-08,1.90882812e-01
-6.12871875e-08,1.90918750e-01
-6.12471875e-08,1.90878125e-01
-6.12071875e-08,1.90926563e-01
-6.11671875e-08,1.90864063e-01
-6.11271875e-08,1.90960938e-01
-6.10871875e-08,1.90685938e-01
-6.10471875e-08,1.90451563e-01
-6.10071875e-08,1.90523438e-01
-6.09671875e-08,1.90485938e-01
-6.09271875e-08,1.90509375e-01
-6.08871875e-08,1.90493750e-01
-6.08471875e-08,1.90503125e-01
-6.08071875e-08,1.90498438e-01
-6.07671875e-08,1.90500000e-01
-6.07271875e-08,1.90501562e-01
-6.06871875e-08,1.90496875e-01
-6.06471875e-08,1.90504688e-01
