Model,MSO66B
Label,
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,10000
Zero Index,1599.01171875
Vertical Units,A
ANALOG_Thumbnail,
yOffset,1.84500000e-01
yPosition,8.40000000e-01

Labels,
TIME,CH1
-6.39604687e-08,1.85667187e-01
-6.39204687e-08,1.85723438e-01
-6.38804687e-08,1.85681250e-01
-6.38404688e-08,1.85715625e-01
-6.38004687e-08,1.85687500e-01
-6.37604687e-08,1.85710938e-01
-6.37204687e-08,1.85690625e-01
-6.36804687e-08,1.85709375e-01
-6.36404687e-08,1.85692187e-01
-6.36004687e-08,1.85707813e-01
-6.35604688e-08,1.85692187e-01
-6.35204687e-08,1.85706250e-01
-6.34804687e-08,1.85693750e-01
-6.34404687e-08,1.85706250e-01
-6.34004687e-08,1.85695313e-01
-6.33604687e-08,1.85704688e-01
-6.33204687e-08,1.85695313e-01
-6.32804688e-08,1.85704688e-01
-6.32404687e-08,1.85695313e-01
-6.32004687e-08,1.85704688e-01
-6.31604687e-08,1.85696875e-01
-6.31204687e-08,1.85703125e-01
-6.30804687e-08,1.85696875e-01
-6.30404687e-08,1.85703125e-01
-6.30004688e-08,1.85696875e-01
-6.29604687e-08,1.85703125e-01
-6.29204687e-08,1.85698438e-01
-6.28804687e-08,1.85701563e-01
-6.28404687e-08,1.85698438e-01
-6.28004687e-08,1.85701563e-01
-6.27604687e-08,1.85698438e-01
-6.27204688e-08,1.85701563e-01
-6.26804687e-08,1.85700000e-01
-6.26404687e-08,1.85700000e-01
-6.26004687e-08,1.85700000e-01
-6.25604687e-08,1.85698438e-01
-6.25204687e-08,1.85701563e-01
-6.24804687e-08,1.85698438e-01
-6.24404688e-08,1.85703125e-01
-6.24004687e-08,1.85696875e-01
-6.23604687e-08,1.85704688e-01
-6.23204687e-08,1.85693750e-01
-6.22804687e-08,1.85707813e-01
-6.22404687e-08,1.85687500e-01
-6.22004687e-08,1.85717188e-01
-6.21604688e-08,1.85673438e-01
-6.21204687e-08,1.85751562e-01
-6.20804687e-08,1.85495313e-01
-6.20404687e-08,1.85242188e-01
-6.20004687e-08,1.85334375e-01
-6.19604687e-08,1.85276563e-01
-6.19204687e-08,1.85318750e-01
-6.18804688e-08,1.85284375e-01
-6.18404687e-08,1.85314063e-01
-6.18004687e-08,1.85287500e-01
-6.17604687e-08,1.85310937e-01
-6.17204687e-08,1.85289063e-01
-6.16804688e-08,1.85309375e-01
-6.16404687e-08,1.85290625e-01
-6.16004688e-08,1.85307813e-01
-6.15604687e-08,1.85292188e-01
-6.15204687e-08,1.85307813e-01
-6.14804687e-08,1.85292188e-01
-6.14404687e-08,1.85306250e-01
-6.14004688e-08,1.85293750e-01
-6.13604687e-08,1.85306250e-01
-6.13204688e-08,1.85293750e-01
-6.12804687e-08,1.85306250e-01
-6.12404687e-08,1.85295313e-01
-6.12004687e-08,1.85304688e-01
-6.11604687e-08,1.85295313e-01
-6.11204688e-08,1.85304688e-01
-6.10804687e-08,1.85295313e-01
-6.10404688e-08,1.85303125e-01
-6.10004687e-08,1.85296875e-01
-6.09604687e-08,1.85303125e-01
-6.09204687e-08,1.85298437e-01
-6.08804687e-08,1.85301563e-01
-6.08404688e-08,1.85300000e-01
-6.08004687e-08,1.85298437e-01
-6.07604688e-08,1.85303125e-01
-6.07204687e-08,1.85293750e-01
-6.06804687e-08,1.85310937e-01
-6.06404687e-08,1.85279688e-01
