Model,MSO66B
Label,
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,10000
Zero Index,1599.03906250
Vertical Units,A
ANALOG_Thumbnail,
yOffset,1.84500000e-01
yPosition,8.40000000e-01

Labels,
TIME,CH1
-6.39615625e-08,1.98107813e-01
-6.39215625e-08,1.98093750e-01
-6.38815625e-08,1.98104688e-01
-6.38415625e-08,1.98095313e-01
-6.38015625e-08,1.98103125e-01
-6.37615625e-08,1.98098438e-01
-6.37215625e-08,1.98101562e-01
-6.36815625e-08,1.98098438e-01
-6.36415625e-08,1.98100000e-01
-6.36015625e-08,1.98100000e-01
-6.35615625e-08,1.98098438e-01
-6.35215625e-08,1.98101562e-01
-6.34815625e-08,1.98098438e-01
-6.34415625e-08,1.98103125e-01
-6.34015625e-08,1.98095313e-01
-6.33615625e-08,1.98104688e-01
-6.33215625e-08,1.98093750e-01
-6.32815625e-08,1.98107813e-01
-6.32415625e-08,1.98090625e-01
-6.32015625e-08,1.98112500e-01
-6.31615625e-08,1.98082813e-01
-6.31215625e-08,1.98126563e-01
-6.30815625e-08,1.98048438e-01
-6.30415625e-08,1.98304688e-01
-6.30015625e-08,1.98557813e-01
-6.29615625e-08,1.98465625e-01
-6.29215625e-08,1.98526563e-01
-6.28815625e-08,1.98478125e-01
-6.28415625e-08,1.98520313e-01
-6.28015625e-08,1.98479688e-01
-6.27615625e-08,1.98521875e-01
-6.27215625e-08,1.98475000e-01
-6.26815625e-08,1.98534375e-01
-6.26415625e-08,1.98442188e-01
-6.26015625e-08,1.98710938e-01
-6.25615625e-08,1.98953125e-01
-6.25215625e-08,1.98870313e-01
-6.24815625e-08,1.98920313e-01
-6.24415625e-08,1.98884375e-01
-6.24015625e-08,1.98914063e-01
-6.23615625e-08,1.98887500e-01
-6.23215625e-08,1.98910937e-01
-6.22815625e-08,1.98889063e-01
-6.22415625e-08,1.98910937e-01
-6.22015625e-08,1.98889063e-01
-6.21615625e-08,1.98910937e-01
-6.21215625e-08,1.98889063e-01
-6.20815625e-08,1.98910937e-01
-6.20415625e-08,1.98889063e-01
-6.20015625e-08,1.98912500e-01
-6.19615625e-08,1.98885937e-01
-6.19215625e-08,1.98915625e-01
-6.18815625e-08,1.98881250e-01
-6.18415625e-08,1.98923438e-01
-6.18015625e-08,1.98867188e-01
-6.17615625e-08,1.98957812e-01
-6.17215625e-08,1.98690625e-01
-6.16815625e-08,1.98446875e-01
-6.16415625e-08,1.98529687e-01
-6.16015625e-08,1.98478125e-01
-6.15615625e-08,1.98517187e-01
-6.15215625e-08,1.98482812e-01
-6.14815625e-08,1.98520313e-01
-6.14415625e-08,1.98473438e-01
-6.14015625e-08,1.98550000e-01
-6.13615625e-08,1.98300000e-01
-6.13215625e-08,1.98035938e-01
-6.12815625e-08,1.98143750e-01
-6.12415625e-08,1.98062500e-01
-6.12015625e-08,1.98139063e-01
-6.11615625e-08,1.98054687e-01
-6.11215625e-08,1.98170313e-01
-6.10815625e-08,1.97878125e-01
-6.10415625e-08,1.97659375e-01
-6.10015625e-08,1.97715625e-01
-6.09615625e-08,1.97693750e-01
-6.09215625e-08,1.97700000e-01
-6.08815625e-08,1.97704688e-01
-6.08415625e-08,1.97690625e-01
-6.08015625e-08,1.97715625e-01
-6.07615625e-08,1.97673437e-01
-6.07215625e-08,1.97751563e-01
-6.06815625e-08,1.97493750e-01
-6.06415625e-08,1.97243750e-01
