Model,MSO66B
Label,
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,10000
Zero Index,1599.15625000
Vertical Units,A
ANALOG_Thumbnail,
yOffset,1.84500000e-01
yPosition,8.40000000e-01

Labels,
TIME,CH1
-6.39662500e-08,1.88510938e-01
-6.39262500e-08,1.88487500e-01
-6.38862500e-08,1.88515625e-01
-6.38462500e-08,1.88479687e-01
-6.38062500e-08,1.88531250e-01
-6.37662500e-08,1.88443750e-01
-6.37262500e-08,1.88709375e-01
-6.36862500e-08,1.88953125e-01
-6.36462500e-08,1.88870312e-01
-6.36062500e-08,1.88920313e-01
-6.35662500e-08,1.88884375e-01
-6.35262500e-08,1.88912500e-01
-6.34862500e-08,1.88890625e-01
-6.34462500e-08,1.88907812e-01
-6.34062500e-08,1.88893750e-01
-6.33662500e-08,1.88906250e-01
-6.33262500e-08,1.88895312e-01
-6.32862500e-08,1.88904688e-01
-6.32462500e-08,1.88896875e-01
-6.32062500e-08,1.88903125e-01
-6.31662500e-08,1.88898438e-01
-6.31262500e-08,1.88901563e-01
-6.30862500e-08,1.88900000e-01
-6.30462500e-08,1.88898438e-01
-6.30062500e-08,1.88903125e-01
-6.29662500e-08,1.88895312e-01
-6.29262500e-08,1.88907812e-01
-6.28862500e-08,1.88887500e-01
-6.28462500e-08,1.88921875e-01
-6.28062500e-08,1.88853125e-01
-6.27662500e-08,1.89100000e-01
-6.27262500e-08,1.89362500e-01
-6.26862500e-08,1.89260938e-01
-6.26462500e-08,1.89329688e-01
-6.26062500e-08,1.89275000e-01
-6.25662500e-08,1.89323437e-01
-6.25262500e-08,1.89278125e-01
-6.24862500e-08,1.89321875e-01
-6.24462500e-08,1.89278125e-01
-6.24062500e-08,1.89323437e-01
-6.23662500e-08,1.89273438e-01
-6.23262500e-08,1.89329688e-01
-6.22862500e-08,1.89260938e-01
-6.22462500e-08,1.89364063e-01
-6.22062500e-08,1.89082813e-01
-6.21662500e-08,1.88854688e-01
-6.21262500e-08,1.88921875e-01
-6.20862500e-08,1.88887500e-01
-6.20462500e-08,1.88907812e-01
-6.20062500e-08,1.88895312e-01
-6.19662500e-08,1.88903125e-01
-6.19262500e-08,1.88898438e-01
-6.18862500e-08,1.88900000e-01
-6.18462500e-08,1.88901563e-01
-6.18062500e-08,1.88898438e-01
-6.17662500e-08,1.88903125e-01
-6.17262500e-08,1.88896875e-01
-6.16862500e-08,1.88904688e-01
-6.16462500e-08,1.88893750e-01
-6.16062500e-08,1.88907812e-01
-6.15662500e-08,1.88890625e-01
-6.15262500e-08,1.88910938e-01
-6.14862500e-08,1.88885938e-01
-6.14462500e-08,1.88918750e-01
-6.14062500e-08,1.88871875e-01
-6.13662500e-08,1.88953125e-01
-6.13262500e-08,1.88693750e-01
-6.12862500e-08,1.88443750e-01
-6.12462500e-08,1.88531250e-01
-6.12062500e-08,1.88476562e-01
-6.11662500e-08,1.88517188e-01
-6.11262500e-08,1.88484375e-01
-6.10862500e-08,1.88512500e-01
-6.10462500e-08,1.88487500e-01
-6.10062500e-08,1.88510938e-01
-6.09662500e-08,1.88489062e-01
-6.09262500e-08,1.88510938e-01
-6.08862500e-08,1.88489062e-01
-6.08462500e-08,1.88510938e-01
-6.08062500e-08,1.88487500e-01
-6.07662500e-08,1.88514062e-01
-6.07262500e-08,1.88482813e-01
-6.06862500e-08,1.88521875e-01
-6.06462500e-08,1.88468750e-01
