Model,MSO66B
Label,
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,25000
Zero Index,6249.34375000
Vertical Units,A
ANALOG_Thumbnail,
yOffset,1.84500000e-01
yPosition,0.00000000e+00

Labels,
TIME,CH1
-2.49973750e-07,1.79741281e-01
-2.49933750e-07,1.79594469e-01
-2.49893750e-07,1.79648844e-01
-2.49853750e-07,1.79611688e-01
-2.49813750e-07,1.79641594e-01
-2.49773750e-07,1.79614406e-01
-2.49733750e-07,1.79642500e-01
-2.49693750e-07,1.79611688e-01
-2.49653750e-07,1.79649750e-01
-2.49613750e-07,1.79592656e-01
-2.49573750e-07,1.79752156e-01
-2.49533750e-07,1.79889000e-01
-2.49493750e-07,1.79844594e-01
-2.49453750e-07,1.79869969e-01
-2.49413750e-07,1.79852750e-01
-2.49373750e-07,1.79866344e-01
-2.49333750e-07,1.79854563e-01
-2.49293750e-07,1.79865438e-01
-2.49253750e-07,1.79854563e-01
-2.49213750e-07,1.79867250e-01
-2.49173750e-07,1.79850938e-01
-2.49133750e-07,1.79874500e-01
-2.49093750e-07,1.79831906e-01
-2.49053750e-07,1.79976000e-01
-2.49013750e-07,1.80129156e-01
-2.48973750e-07,1.80067531e-01
-2.48933750e-07,1.80111937e-01
-2.48893750e-07,1.80072969e-01
-2.48853750e-07,1.80111031e-01
-2.48813750e-07,1.80071156e-01
-2.48773750e-07,1.80118281e-01
-2.48733750e-07,1.80051219e-01
-2.48693750e-07,1.80221594e-01
-2.48653750e-07,1.80346656e-01
-2.48613750e-07,1.80315844e-01
-2.48573750e-07,1.80326719e-01
-2.48533750e-07,1.80324906e-01
-2.48493750e-07,1.80319469e-01
-2.48453750e-07,1.80331250e-01
-2.48413750e-07,1.80313125e-01
-2.48373750e-07,1.80341219e-01
-2.48333750e-07,1.80291375e-01
-2.48293750e-07,1.80445437e-01
-2.48253750e-07,1.80585906e-01
-2.48213750e-07,1.80540594e-01
-2.48173750e-07,1.80565062e-01
-2.48133750e-07,1.80550563e-01
-2.48093750e-07,1.80559625e-01
-2.48053750e-07,1.80555094e-01
-2.48013750e-07,1.80555094e-01
-2.47973750e-07,1.80559625e-01
-2.47933750e-07,1.80548750e-01
-2.47893750e-07,1.80569594e-01
-2.47853750e-07,1.80527906e-01
-2.47813750e-07,1.80673813e-01
-2.47773750e-07,1.80822437e-01
-2.47733750e-07,1.80768062e-01
-2.47693750e-07,1.80802500e-01
-2.47653750e-07,1.80776219e-01
-2.47613750e-07,1.80797062e-01
-2.47573750e-07,1.80779844e-01
-2.47533750e-07,1.80795250e-01
-2.47493750e-07,1.80781656e-01
-2.47453750e-07,1.80793437e-01
-2.47413750e-07,1.80782562e-01
-2.47373750e-07,1.80792531e-01
-2.47333750e-07,1.80783469e-01
-2.47293750e-07,1.80791625e-01
-2.47253750e-07,1.80784375e-01
-2.47213750e-07,1.80791625e-01
-2.47173750e-07,1.80785281e-01
-2.47133750e-07,1.80790719e-01
-2.47093750e-07,1.80785281e-01
-2.47053750e-07,1.80789813e-01
-2.47013750e-07,1.80786188e-01
-2.46973750e-07,1.80789813e-01
-2.46933750e-07,1.80786188e-01
-2.46893750e-07,1.80789813e-01
-2.46853750e-07,1.80787094e-01
-2.46813750e-07,1.80788906e-01
-2.46773750e-07,1.80787094e-01
-2.46733750e-07,1.80788906e-01
-2.46693750e-07,1.80787094e-01
-2.46653750e-07,1.80788000e-01
