Model,MSO66B
Label,
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,10000
Zero Index,1599.08593750
Vertical Units,A
ANALOG_Thumbnail,
yOffset,1.84500000e-01
yPosition,8.40000000e-01

Labels,
TIME,CH1
-6.39634375e-08,1.90856250e-01
-6.39234375e-08,1.90968750e-01
-6.38834375e-08,1.90679688e-01
-6.38434375e-08,1.90457813e-01
-6.38034375e-08,1.90518750e-01
-6.37634375e-08,1.90490625e-01
-6.37234375e-08,1.90503125e-01
-6.36834375e-08,1.90500000e-01
-6.36434375e-08,1.90496875e-01
-6.36034375e-08,1.90504688e-01
-6.35634375e-08,1.90492188e-01
-6.35234375e-08,1.90510938e-01
-6.34834375e-08,1.90485938e-01
-6.34434375e-08,1.90520313e-01
-6.34034375e-08,1.90470313e-01
-6.33634375e-08,1.90554688e-01
-6.33234375e-08,1.90290625e-01
-6.32834375e-08,1.90046875e-01
-6.32434375e-08,1.90128125e-01
-6.32034375e-08,1.90082813e-01
-6.31634375e-08,1.90112500e-01
-6.31234375e-08,1.90092188e-01
-6.30834375e-08,1.90104688e-01
-6.30434375e-08,1.90098437e-01
-6.30034375e-08,1.90098437e-01
-6.29634375e-08,1.90106250e-01
-6.29234375e-08,1.90089063e-01
-6.28834375e-08,1.90121875e-01
-6.28434375e-08,1.90053125e-01
-6.28034375e-08,1.90301563e-01
-6.27634375e-08,1.90560937e-01
-6.27234375e-08,1.90464063e-01
-6.26834375e-08,1.90526562e-01
-6.26434375e-08,1.90479687e-01
-6.26034375e-08,1.90517188e-01
-6.25634375e-08,1.90485938e-01
-6.25234375e-08,1.90512500e-01
-6.24834375e-08,1.90490625e-01
-6.24434375e-08,1.90507813e-01
-6.24034375e-08,1.90493750e-01
-6.23634375e-08,1.90503125e-01
-6.23234375e-08,1.90500000e-01
-6.22834375e-08,1.90493750e-01
-6.22434375e-08,1.90515625e-01
-6.22034375e-08,1.90459375e-01
-6.21634375e-08,1.90693750e-01
-6.21234375e-08,1.90968750e-01
-6.20834375e-08,1.90854688e-01
-6.20434375e-08,1.90935938e-01
-6.20034375e-08,1.90868750e-01
-6.19634375e-08,1.90928125e-01
-6.19234375e-08,1.90873438e-01
-6.18834375e-08,1.90926563e-01
-6.18434375e-08,1.90873438e-01
-6.18034375e-08,1.90926563e-01
-6.17634375e-08,1.90871875e-01
-6.17234375e-08,1.90931250e-01
-6.16834375e-08,1.90865625e-01
-6.16434375e-08,1.90943750e-01
-6.16034375e-08,1.90831250e-01
-6.15634375e-08,1.91121875e-01
-6.15234375e-08,1.91340625e-01
-6.14834375e-08,1.91282813e-01
-6.14434375e-08,1.91307813e-01
-6.14034375e-08,1.91296875e-01
-6.13634375e-08,1.91300000e-01
-6.13234375e-08,1.91301563e-01
-6.12834375e-08,1.91296875e-01
-6.12434375e-08,1.91304688e-01
-6.12034375e-08,1.91295313e-01
-6.11634375e-08,1.91306250e-01
-6.11234375e-08,1.91293750e-01
-6.10834375e-08,1.91307813e-01
-6.10434375e-08,1.91292188e-01
-6.10034375e-08,1.91307813e-01
-6.09634375e-08,1.91290625e-01
-6.09234375e-08,1.91309375e-01
-6.08834375e-08,1.91290625e-01
-6.08434375e-08,1.91310938e-01
-6.08034375e-08,1.91289062e-01
-6.07634375e-08,1.91312500e-01
-6.07234375e-08,1.91287500e-01
-6.06834375e-08,1.91314062e-01
-6.06434375e-08,1.91284375e-01
