Model,MSO66B
Label,
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,10000
Zero Index,1599.10937500
Vertical Units,A
ANALOG_Thumbnail,
yOffset,1.84500000e-01
yPosition,8.40000000e-01

Labels,
TIME,CH1
-6.39643750e-08,1.78915625e-01
-6.39243750e-08,1.78879687e-01
-6.38843750e-08,1.78929688e-01
-6.38443750e-08,1.78845313e-01
-6.38043750e-08,1.79107813e-01
-6.37643750e-08,1.79354687e-01
-6.37243750e-08,1.79268750e-01
-6.36843750e-08,1.79321875e-01
-6.36443750e-08,1.79282812e-01
-6.36043750e-08,1.79314063e-01
-6.35643750e-08,1.79285938e-01
-6.35243750e-08,1.79314063e-01
-6.34843750e-08,1.79285938e-01
-6.34443750e-08,1.79315625e-01
-6.34043750e-08,1.79279688e-01
-6.33643750e-08,1.79328125e-01
-6.33243750e-08,1.79248437e-01
-6.32843750e-08,1.79504688e-01
-6.32443750e-08,1.79759375e-01
-6.32043750e-08,1.79662500e-01
-6.31643750e-08,1.79729688e-01
-6.31243750e-08,1.79673438e-01
-6.30843750e-08,1.79726563e-01
-6.30443750e-08,1.79670313e-01
-6.30043750e-08,1.79737500e-01
-6.29643750e-08,1.79639063e-01
-6.29243750e-08,1.79912500e-01
-6.28843750e-08,1.80150000e-01
-6.28443750e-08,1.80071875e-01
-6.28043750e-08,1.80120313e-01
-6.27643750e-08,1.80082812e-01
-6.27243750e-08,1.80115625e-01
-6.26843750e-08,1.80081250e-01
-6.26443750e-08,1.80126563e-01
-6.26043750e-08,1.80050000e-01
-6.25643750e-08,1.80301563e-01
-6.25243750e-08,1.80562500e-01
-6.24843750e-08,1.80459375e-01
-6.24443750e-08,1.80534375e-01
-6.24043750e-08,1.80468750e-01
-6.23643750e-08,1.80532813e-01
-6.23243750e-08,1.80464062e-01
-6.22843750e-08,1.80545312e-01
-6.22443750e-08,1.80429688e-01
-6.22043750e-08,1.80723438e-01
-6.21643750e-08,1.80937500e-01
-6.21243750e-08,1.80887500e-01
-6.20843750e-08,1.80901563e-01
-6.20443750e-08,1.80906250e-01
-6.20043750e-08,1.80884375e-01
-6.19643750e-08,1.80926562e-01
-6.19243750e-08,1.80846875e-01
-6.18843750e-08,1.81109375e-01
-6.18443750e-08,1.81351563e-01
-6.18043750e-08,1.81273437e-01
-6.17643750e-08,1.81314063e-01
-6.17243750e-08,1.81293750e-01
-6.16843750e-08,1.81298438e-01
-6.16443750e-08,1.81314063e-01
-6.16043750e-08,1.81260937e-01
-6.15643750e-08,1.81493750e-01
-6.15243750e-08,1.81768750e-01
-6.14843750e-08,1.81654687e-01
-6.14443750e-08,1.81735937e-01
-6.14043750e-08,1.81667187e-01
-6.13643750e-08,1.81731250e-01
-6.13243750e-08,1.81665625e-01
-6.12843750e-08,1.81740625e-01
-6.12443750e-08,1.81635938e-01
-6.12043750e-08,1.81915625e-01
-6.11643750e-08,1.82148438e-01
-6.11243750e-08,1.82075000e-01
-6.10843750e-08,1.82117187e-01
-6.10443750e-08,1.82085938e-01
-6.10043750e-08,1.82114063e-01
-6.09643750e-08,1.82085938e-01
-6.09243750e-08,1.82115625e-01
-6.08843750e-08,1.82079688e-01
-6.08443750e-08,1.82129687e-01
-6.08043750e-08,1.82046875e-01
-6.07643750e-08,1.82306250e-01
-6.07243750e-08,1.82556250e-01
-6.06843750e-08,1.82467188e-01
-6.06443750e-08,1.82523437e-01
