Model,MSO66B
Label,
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,10000
Zero Index,1599.02734375
Vertical Units,A
ANALOG_Thumbnail,
yOffset,1.84500000e-01
yPosition,8.40000000e-01

Labels,
TIME,CH1
-6.39610937e-08,1.89309375e-01
-6.39210937e-08,1.89287500e-01
-6.38810937e-08,1.89317188e-01
-6.38410937e-08,1.89273438e-01
-6.38010937e-08,1.89351563e-01
-6.37610937e-08,1.89095313e-01
-6.37210938e-08,1.88842188e-01
-6.36810937e-08,1.88935938e-01
-6.36410937e-08,1.88871875e-01
-6.36010937e-08,1.88928125e-01
-6.35610937e-08,1.88867188e-01
-6.35210937e-08,1.88954687e-01
-6.34810937e-08,1.88695313e-01
-6.34410938e-08,1.88439063e-01
-6.34010937e-08,1.88540625e-01
-6.33610937e-08,1.88464063e-01
-6.33210937e-08,1.88537500e-01
-6.32810937e-08,1.88453125e-01
-6.32410937e-08,1.88570313e-01
-6.32010937e-08,1.88275000e-01
-6.31610938e-08,1.88064063e-01
-6.31210937e-08,1.88109375e-01
-6.30810937e-08,1.88104688e-01
-6.30410937e-08,1.88079688e-01
-6.30010937e-08,1.88148438e-01
-6.29610937e-08,1.87895312e-01
-6.29210937e-08,1.87643750e-01
-6.28810938e-08,1.87729688e-01
-6.28410937e-08,1.87682813e-01
-6.28010937e-08,1.87709375e-01
-6.27610937e-08,1.87700000e-01
-6.27210937e-08,1.87689063e-01
-6.26810937e-08,1.87737500e-01
-6.26410937e-08,1.87507813e-01
-6.26010938e-08,1.87229688e-01
-6.25610937e-08,1.87346875e-01
-6.25210937e-08,1.87262500e-01
-6.24810937e-08,1.87334375e-01
-6.24410937e-08,1.87267188e-01
-6.24010937e-08,1.87334375e-01
-6.23610937e-08,1.87257813e-01
-6.23210938e-08,1.87365625e-01
-6.22810937e-08,1.87082813e-01
-6.22410937e-08,1.86853125e-01
-6.22010937e-08,1.86925000e-01
-6.21610937e-08,1.86882812e-01
-6.21210938e-08,1.86914063e-01
-6.20810937e-08,1.86887500e-01
-6.20410938e-08,1.86914063e-01
-6.20010937e-08,1.86884375e-01
-6.19610937e-08,1.86920313e-01
-6.19210937e-08,1.86870312e-01
-6.18810937e-08,1.86953125e-01
-6.18410938e-08,1.86693750e-01
-6.18010937e-08,1.86443750e-01
-6.17610938e-08,1.86532813e-01
-6.17210937e-08,1.86476562e-01
-6.16810937e-08,1.86518750e-01
-6.16410937e-08,1.86484375e-01
-6.16010937e-08,1.86512500e-01
-6.15610938e-08,1.86489062e-01
-6.15210937e-08,1.86510938e-01
-6.14810938e-08,1.86490625e-01
-6.14410937e-08,1.86509375e-01
-6.14010937e-08,1.86492188e-01
-6.13610937e-08,1.86507813e-01
-6.13210937e-08,1.86492188e-01
-6.12810938e-08,1.86507813e-01
-6.12410937e-08,1.86493750e-01
-6.12010938e-08,1.86506250e-01
-6.11610937e-08,1.86493750e-01
-6.11210937e-08,1.86506250e-01
-6.10810937e-08,1.86493750e-01
-6.10410937e-08,1.86506250e-01
-6.10010938e-08,1.86493750e-01
-6.09610937e-08,1.86506250e-01
-6.09210938e-08,1.86493750e-01
-6.08810937e-08,1.86507813e-01
-6.08410937e-08,1.86492188e-01
-6.08010937e-08,1.86507813e-01
-6.07610937e-08,1.86490625e-01
-6.07210938e-08,1.86509375e-01
-6.06810937e-08,1.86489062e-01
-6.06410938e-08,1.86514062e-01
