Model,MSO66B
Label,
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,10000
Zero Index,1599.01562500
Vertical Units,A
ANALOG_Thumbnail,
yOffset,1.84500000e-01
yPosition,8.40000000e-01

Labels,
TIME,CH1
-6.39606250e-08,1.85295313e-01
-6.39206250e-08,1.85298437e-01
-6.38806250e-08,1.85306250e-01
-6.38406250e-08,1.85285937e-01
-6.38006250e-08,1.85325000e-01
-6.37606250e-08,1.85250000e-01
-6.37206250e-08,1.85504688e-01
-6.36806250e-08,1.85756250e-01
-6.36406250e-08,1.85668750e-01
-6.36006250e-08,1.85720313e-01
-6.35606250e-08,1.85685938e-01
-6.35206250e-08,1.85709375e-01
-6.34806250e-08,1.85696875e-01
-6.34406250e-08,1.85696875e-01
-6.34006250e-08,1.85714062e-01
-6.33606250e-08,1.85660938e-01
-6.33206250e-08,1.85892188e-01
-6.32806250e-08,1.86168750e-01
-6.32406250e-08,1.86054688e-01
-6.32006250e-08,1.86135938e-01
-6.31606250e-08,1.86068750e-01
-6.31206250e-08,1.86129688e-01
-6.30806250e-08,1.86071875e-01
-6.30406250e-08,1.86126563e-01
-6.30006250e-08,1.86071875e-01
-6.29606250e-08,1.86128125e-01
-6.29206250e-08,1.86068750e-01
-6.28806250e-08,1.86135938e-01
-6.28406250e-08,1.86054688e-01
-6.28006250e-08,1.86170313e-01
-6.27606250e-08,1.85876563e-01
-6.27206250e-08,1.85660938e-01
-6.26806250e-08,1.85714062e-01
-6.26406250e-08,1.85696875e-01
-6.26006250e-08,1.85696875e-01
-6.25606250e-08,1.85707813e-01
-6.25206250e-08,1.85687500e-01
-6.24806250e-08,1.85718750e-01
-6.24406250e-08,1.85670313e-01
-6.24006250e-08,1.85756250e-01
-6.23606250e-08,1.85490625e-01
-6.23206250e-08,1.85248438e-01
-6.22806250e-08,1.85326563e-01
-6.22406250e-08,1.85284375e-01
-6.22006250e-08,1.85307813e-01
-6.21606250e-08,1.85300000e-01
-6.21206250e-08,1.85289063e-01
-6.20806250e-08,1.85335938e-01
-6.20406250e-08,1.85110938e-01
-6.20006250e-08,1.84826563e-01
-6.19606250e-08,1.84951562e-01
-6.19206250e-08,1.84854688e-01
-6.18806250e-08,1.84945313e-01
-6.18406250e-08,1.84848438e-01
-6.18006250e-08,1.84975000e-01
-6.17606250e-08,1.84673438e-01
-6.17206250e-08,1.84464062e-01
-6.16806250e-08,1.84510937e-01
-6.16406250e-08,1.84498438e-01
-6.16006250e-08,1.84493750e-01
-6.15606250e-08,1.84514063e-01
-6.15206250e-08,1.84475000e-01
-6.14806250e-08,1.84550000e-01
-6.14406250e-08,1.84295313e-01
-6.14006250e-08,1.84042188e-01
-6.13606250e-08,1.84132813e-01
-6.13206250e-08,1.84076563e-01
-6.12806250e-08,1.84118750e-01
-6.12406250e-08,1.84084375e-01
-6.12006250e-08,1.84114063e-01
-6.11606250e-08,1.84087500e-01
-6.11206250e-08,1.84110938e-01
-6.10806250e-08,1.84089063e-01
-6.10406250e-08,1.84109375e-01
-6.10006250e-08,1.84090625e-01
-6.09606250e-08,1.84109375e-01
-6.09206250e-08,1.84092188e-01
-6.08806250e-08,1.84107812e-01
-6.08406250e-08,1.84092188e-01
-6.08006250e-08,1.84107812e-01
-6.07606250e-08,1.84092188e-01
-6.07206250e-08,1.84107812e-01
-6.06806250e-08,1.84092188e-01
-6.06406250e-08,1.84107812e-01
