Model,MSO66B
Label,
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,10000
Zero Index,1599.01562500
Vertical Units,A
ANALOG_Thumbnail,
yOffset,1.84500000e-01
yPosition,8.40000000e-01

Labels,
TIME,CH1
-6.39606250e-08,1.86121875e-01
-6.39206250e-08,1.86081250e-01
-6.38806250e-08,1.86117188e-01
-6.38406250e-08,1.86082812e-01
-6.38006250e-08,1.86118750e-01
-6.37606250e-08,1.86079688e-01
-6.37206250e-08,1.86125000e-01
-6.36806250e-08,1.86067188e-01
-6.36406250e-08,1.86157813e-01
-6.36006250e-08,1.85890625e-01
-6.35606250e-08,1.85646875e-01
-6.35206250e-08,1.85731250e-01
-6.34806250e-08,1.85678125e-01
-6.34406250e-08,1.85718750e-01
-6.34006250e-08,1.85682813e-01
-6.33606250e-08,1.85717188e-01
-6.33206250e-08,1.85681250e-01
-6.32806250e-08,1.85721875e-01
-6.32406250e-08,1.85668750e-01
-6.32006250e-08,1.85754688e-01
-6.31606250e-08,1.85492188e-01
-6.31206250e-08,1.85243750e-01
-6.30806250e-08,1.85332812e-01
-6.30406250e-08,1.85276563e-01
-6.30006250e-08,1.85320313e-01
-6.29606250e-08,1.85281250e-01
-6.29206250e-08,1.85318750e-01
-6.28806250e-08,1.85279688e-01
-6.28406250e-08,1.85323438e-01
-6.28006250e-08,1.85267188e-01
-6.27606250e-08,1.85356250e-01
-6.27206250e-08,1.85092188e-01
-6.26806250e-08,1.84845312e-01
-6.26406250e-08,1.84932813e-01
-6.26006250e-08,1.84876563e-01
-6.25606250e-08,1.84920313e-01
-6.25206250e-08,1.84881250e-01
-6.24806250e-08,1.84920313e-01
-6.24406250e-08,1.84878125e-01
-6.24006250e-08,1.84925000e-01
-6.23606250e-08,1.84865625e-01
-6.23206250e-08,1.84959375e-01
-6.22806250e-08,1.84687500e-01
-6.22406250e-08,1.84450000e-01
-6.22006250e-08,1.84526563e-01
-6.21606250e-08,1.84482813e-01
-6.21206250e-08,1.84512500e-01
-6.20806250e-08,1.84492188e-01
-6.20406250e-08,1.84506250e-01
-6.20006250e-08,1.84496875e-01
-6.19606250e-08,1.84501562e-01
-6.19206250e-08,1.84501562e-01
-6.18806250e-08,1.84495313e-01
-6.18406250e-08,1.84510937e-01
-6.18006250e-08,1.84479688e-01
-6.17606250e-08,1.84545313e-01
-6.17206250e-08,1.84301563e-01
-6.16806250e-08,1.84035937e-01
-6.16406250e-08,1.84139063e-01
-6.16006250e-08,1.84070312e-01
-6.15606250e-08,1.84125000e-01
-6.15206250e-08,1.84078125e-01
-6.14806250e-08,1.84120312e-01
-6.14406250e-08,1.84081250e-01
-6.14006250e-08,1.84118750e-01
-6.13606250e-08,1.84081250e-01
-6.13206250e-08,1.84117188e-01
-6.12806250e-08,1.84082812e-01
-6.12406250e-08,1.84117188e-01
-6.12006250e-08,1.84081250e-01
-6.11606250e-08,1.84118750e-01
-6.11206250e-08,1.84079688e-01
-6.10806250e-08,1.84120312e-01
-6.10406250e-08,1.84076563e-01
-6.10006250e-08,1.84126563e-01
-6.09606250e-08,1.84068750e-01
-6.09206250e-08,1.84140625e-01
-6.08806250e-08,1.84034375e-01
-6.08406250e-08,1.84318750e-01
-6.08006250e-08,1.84543750e-01
-6.07606250e-08,1.84479688e-01
-6.07206250e-08,1.84509375e-01
-6.06806250e-08,1.84495313e-01
-6.06406250e-08,1.84501562e-01
