Model,MSO66B
Label,
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,10000
Zero Index,1599.09765625
Vertical Units,A
ANALOG_Thumbnail,
yOffset,1.84500000e-01
yPosition,8.40000000e-01

Labels,
TIME,CH1
-6.39639062e-08,1.83706250e-01
-6.39239063e-08,1.83693750e-01
-6.38839062e-08,1.83706250e-01
-6.38439062e-08,1.83693750e-01
-6.38039062e-08,1.83706250e-01
-6.37639062e-08,1.83693750e-01
-6.37239062e-08,1.83706250e-01
-6.36839062e-08,1.83693750e-01
-6.36439063e-08,1.83706250e-01
-6.36039062e-08,1.83693750e-01
-6.35639062e-08,1.83706250e-01
-6.35239062e-08,1.83693750e-01
-6.34839062e-08,1.83707813e-01
-6.34439062e-08,1.83692187e-01
-6.34039062e-08,1.83707813e-01
-6.33639063e-08,1.83690625e-01
-6.33239062e-08,1.83709375e-01
-6.32839062e-08,1.83689062e-01
-6.32439062e-08,1.83712500e-01
-6.32039062e-08,1.83685938e-01
-6.31639062e-08,1.83717188e-01
-6.31239062e-08,1.83678125e-01
-6.30839063e-08,1.83731250e-01
-6.30439062e-08,1.83643750e-01
-6.30039062e-08,1.83909375e-01
-6.29639062e-08,1.84153125e-01
-6.29239062e-08,1.84070312e-01
-6.28839062e-08,1.84120312e-01
-6.28439062e-08,1.84084375e-01
-6.28039063e-08,1.84112500e-01
-6.27639062e-08,1.84090625e-01
-6.27239062e-08,1.84107812e-01
-6.26839062e-08,1.84092188e-01
-6.26439062e-08,1.84106250e-01
-6.26039063e-08,1.84093750e-01
-6.25639062e-08,1.84106250e-01
-6.25239063e-08,1.84095312e-01
-6.24839062e-08,1.84104688e-01
-6.24439062e-08,1.84095312e-01
-6.24039062e-08,1.84104688e-01
-6.23639062e-08,1.84095312e-01
-6.23239063e-08,1.84104688e-01
-6.22839062e-08,1.84096875e-01
-6.22439063e-08,1.84103125e-01
-6.22039062e-08,1.84096875e-01
-6.21639062e-08,1.84103125e-01
-6.21239062e-08,1.84096875e-01
-6.20839062e-08,1.84103125e-01
-6.20439063e-08,1.84096875e-01
-6.20039062e-08,1.84103125e-01
-6.19639063e-08,1.84096875e-01
-6.19239062e-08,1.84103125e-01
-6.18839062e-08,1.84096875e-01
-6.18439062e-08,1.84103125e-01
-6.18039062e-08,1.84096875e-01
-6.17639063e-08,1.84103125e-01
-6.17239062e-08,1.84096875e-01
-6.16839063e-08,1.84104688e-01
-6.16439062e-08,1.84095312e-01
-6.16039062e-08,1.84104688e-01
-6.15639062e-08,1.84095312e-01
-6.15239062e-08,1.84104688e-01
-6.14839063e-08,1.84095312e-01
-6.14439062e-08,1.84104688e-01
-6.14039063e-08,1.84095312e-01
-6.13639062e-08,1.84104688e-01
-6.13239062e-08,1.84093750e-01
-6.12839062e-08,1.84106250e-01
-6.12439062e-08,1.84093750e-01
-6.12039063e-08,1.84106250e-01
-6.11639062e-08,1.84092188e-01
-6.11239063e-08,1.84107812e-01
-6.10839062e-08,1.84090625e-01
-6.10439062e-08,1.84109375e-01
-6.10039062e-08,1.84089063e-01
-6.09639062e-08,1.84112500e-01
-6.09239063e-08,1.84084375e-01
-6.08839062e-08,1.84118750e-01
-6.08439063e-08,1.84076563e-01
-6.08039062e-08,1.84132813e-01
-6.07639062e-08,1.84042188e-01
-6.07239062e-08,1.84310937e-01
-6.06839062e-08,1.84550000e-01
-6.06439063e-08,1.84473438e-01
