Model,MSO66B
Label,
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,10000
Zero Index,1599.84375000
Vertical Units,A
ANALOG_Thumbnail,
yOffset,1.84500000e-01
yPosition,8.40000000e-01

Labels,
TIME,CH1
-6.39937500e-08,1.89703125e-01
-6.39537500e-08,1.89696875e-01
-6.39137500e-08,1.89703125e-01
-6.38737500e-08,1.89695313e-01
-6.38337500e-08,1.89704687e-01
-6.37937500e-08,1.89695313e-01
-6.37537500e-08,1.89706250e-01
-6.37137500e-08,1.89693750e-01
-6.36737500e-08,1.89706250e-01
-6.36337500e-08,1.89693750e-01
-6.35937500e-08,1.89707813e-01
-6.35537500e-08,1.89692187e-01
-6.35137500e-08,1.89709375e-01
-6.34737500e-08,1.89690625e-01
-6.34337500e-08,1.89710938e-01
-6.33937500e-08,1.89687500e-01
-6.33537500e-08,1.89714063e-01
-6.33137500e-08,1.89684375e-01
-6.32737500e-08,1.89718750e-01
-6.32337500e-08,1.89676563e-01
-6.31937500e-08,1.89732813e-01
-6.31537500e-08,1.89642188e-01
-6.31137500e-08,1.89912500e-01
-6.30737500e-08,1.90150000e-01
-6.30337500e-08,1.90073437e-01
-6.29937500e-08,1.90117188e-01
-6.29537500e-08,1.90087500e-01
-6.29137500e-08,1.90109375e-01
-6.28737500e-08,1.90093750e-01
-6.28337500e-08,1.90104688e-01
-6.27937500e-08,1.90095313e-01
-6.27537500e-08,1.90103125e-01
-6.27137500e-08,1.90096875e-01
-6.26737500e-08,1.90101563e-01
-6.26337500e-08,1.90098437e-01
-6.25937500e-08,1.90101563e-01
-6.25537500e-08,1.90100000e-01
-6.25137500e-08,1.90100000e-01
-6.24737500e-08,1.90100000e-01
-6.24337500e-08,1.90100000e-01
-6.23937500e-08,1.90101563e-01
-6.23537500e-08,1.90098437e-01
-6.23137500e-08,1.90101563e-01
-6.22737500e-08,1.90098437e-01
-6.22337500e-08,1.90101563e-01
-6.21937500e-08,1.90098437e-01
-6.21537500e-08,1.90101563e-01
-6.21137500e-08,1.90096875e-01
-6.20737500e-08,1.90103125e-01
-6.20337500e-08,1.90096875e-01
-6.19937500e-08,1.90103125e-01
-6.19537500e-08,1.90096875e-01
-6.19137500e-08,1.90103125e-01
-6.18737500e-08,1.90095313e-01
-6.18337500e-08,1.90104688e-01
-6.17937500e-08,1.90095313e-01
-6.17537500e-08,1.90104688e-01
-6.17137500e-08,1.90095313e-01
-6.16737500e-08,1.90104688e-01
-6.16337500e-08,1.90093750e-01
-6.15937500e-08,1.90106250e-01
-6.15537500e-08,1.90093750e-01
-6.15137500e-08,1.90107813e-01
-6.14737500e-08,1.90092188e-01
-6.14337500e-08,1.90107813e-01
-6.13937500e-08,1.90090625e-01
-6.13537500e-08,1.90110938e-01
-6.13137500e-08,1.90087500e-01
-6.12737500e-08,1.90114063e-01
-6.12337500e-08,1.90082813e-01
-6.11937500e-08,1.90121875e-01
-6.11537500e-08,1.90067188e-01
-6.11137500e-08,1.90157812e-01
-6.10737500e-08,1.89889063e-01
-6.10337500e-08,1.89648438e-01
-6.09937500e-08,1.89728125e-01
-6.09537500e-08,1.89681250e-01
-6.09137500e-08,1.89714063e-01
-6.08737500e-08,1.89689063e-01
-6.08337500e-08,1.89707813e-01
-6.07937500e-08,1.89693750e-01
-6.07537500e-08,1.89706250e-01
-6.07137500e-08,1.89695313e-01
-6.06737500e-08,1.89703125e-01
